,Score,user_id,review_id,text,votes.cool,business_id,votes.funny,stars,date,type,votes.useful
5982,0.0,FVw3zP2R7nzsWWSreJa4rA,_8WHtasTZbACO6kDcqRlMQ,"Literally the worst restaurant experience that I've ever had, including McDonald's and 24-hour scarf-and-barf diners.

Pittsburgh is undergoing a bit of a food renaissance, yet the Original Fish Market continues to put out an inferior product in a horrendous atmosphere at an obscene price.  

Our fish was tasteless and rubbery, my white wine came out at room temperature, the restaurant was extremely dirty, and our server was clearly apathetic.  

The Original Fish Market opened in 1998, and quickly found a place in the market in a city where Red Lobster was still considered ""good seafood"".  As top-notch restaurants entered the market, the local palates grew up in a big way.  The Original Fish Market seems content to remain frozen in time competing as a mediocre option in an under served market space.  Unfortunately for them, their market space is now flooded with options offering a far superior product  at a fraction of the price.",0,z4cCguoHdU48pj6sXMIzqg,0,1,2012-03-16,review,0
5983,0.0,dLsWHGajOerLuo8GYYu1Hw,5FuYGExV5E-3bxj59EnMhA,I went for lunch last week.  The food was awful.  Do not waste your money at this restaurant.,0,z4cCguoHdU48pj6sXMIzqg,1,1,2012-05-15,review,3
5984,0.0,7NywwgKy5PIrvwj4VHyFQw,dfF3gacTHgX41yEczvLHDQ,"This place used to have decent fresh fish for lunch and the only wild salmon for lunch in the city, but the new chef and the new menu for lunch are horrible.  One of the crazy dishes of fish was on a bed of some type of cold pasta and while the fish was good the cold pasta was soooo bad I spit it out and just ate bread and fish.   Also, the new menu focuses on non-fish dishes.  Why?  This is a fish restaurant so 75% of the menu should be fish!  Also, the menu changes now every day so you can't go in and get a favorite dish.  If you want fish they have some new screwy fish dish that changes almost everyday or certainly every week.  The fish dishes were so bad I switched to a fish salad but they were not great either.  I had eaten at this restaurant for lunch at least once a week for over a year getting some type of fish with rice and spinach which I loved and was so good but new chef and especially the new menu I will never go back again.",0,z4cCguoHdU48pj6sXMIzqg,0,1,2012-07-13,review,0
5985,0.0,wTsY9wQakvGPZI9ubODrSQ,A_3a747RAH5xStKOLgSUfA,"One of the only places open downtown after 10 pm mid-week. Terrible service, average and overpriced food, in a hotel lobby, doesn't make a good combo.",1,z4cCguoHdU48pj6sXMIzqg,0,2,2012-07-20,review,3
5986,0.0,LrsSrB-slOwoKCl5wZw3AQ,uFxKCC4hry3b-UBwBeVJlw,"Seriously, terrible.  Just all around terrible.

We've been to the OFM twice now... the first visit was acceptable, but the second was absolutely terrible.  We had late reservations for a quick bite after a lovely night at the O'Reilly to celebrate my husband's birthday.  As sushi lovers, we thought this would be a great way to end the celebration.  We sat at the sushi bar and couldn't get the attention of our waitress or the sushi chef.  After an exhausting 20+ min wait in our seats and just as I was about to go find someone, we finally were able to place our order.  

Again... waiting, waiting.  Oh, our wait was enhanced by guests of the hotel (tweens loaded with makeup from what appeared to be dance competition and their drunk parents) standing behind us. No, they were not eating, they were just standing there... yelling, at 11pm.  


Our server returned to bring my husband's glass of warm white wine and commented on how terrible our experience must be, but did nothing to help... no drink refills, no offer to call the manager, nothing.   Hubby sent the 14$ glass of bath water, I mean, wine, back to the bar, only to have it replaced with, you guessed it! another glass of warm white wine.  

Our sushi was finally ready and it was edible but not enjoyable...  no flavor in the fish and hard rice.  We left before finishing our 40$ meal (1 glass of wine, 1 water, 1 roll, 2 orders of sashimi).  

I almost asked for the manager, but frankly was tired of waiting and just wanted to get out of there.  To top it off, we paid $12 for valet parking that would not be validated unless we spent $50 at the restaurant.  We will not give it another chance and suggest you don't give it a first.",0,z4cCguoHdU48pj6sXMIzqg,0,1,2012-07-29,review,2
5988,0.0,-o3Kg4vjfaeAKxB4gwKDVg,OvGQn1apsneniE4v0n6XRQ,"This place really should be much higher quality for first the prices and second the only food option at the Westin.  I stopped by here two nights ago on a work trip to grab some food.  The wine that I ordered was out (which was fine) and substituted - but for a place with a giant wine cellar I wouldn't suspect that should be an issue for the glass wines.

When I went to order I asked the server how the scallops were - and asked her to be honest.  She said that they are the most well done in Pittsburgh.  Well I think she meant that literally because the scallops were as tough as a tire and there presentation was poor with a pile of over salty spinach and some kinds of blobs smeared around the plate.  I was a little bummed about my experience when the 55 dollar bill came for one entree and a glass of wine.

Also a one off thing but the overhead light on the table was like a 10K watt surgical spotlight.  It actually hurt my eyes to look at the table it was so bright.  That should be an easy adjustment for the management.  Food quality on the other hand - you need a new chef.",1,z4cCguoHdU48pj6sXMIzqg,2,1,2012-10-25,review,2
5991,0.0,Bkz60FHM-GKGcssW8ff5QQ,GUBsyJvw9-ZXWsLV9_R0KA,"I've been meaning to go back to the Fish Market for so long. I remember the great crab legs I had years ago. I finally had the chance last week and was surprisingly disappointed.

The service was great. We sat at the bar and in no time both bartenders greeted us with smiles and menus. I guess my main concern was the food quality. I ordered the beet salad with warm goat cheese (was not warm at all) and shrimp and scallop linguine. Both were not unique in flavor or presentation. It was as if I made it in my own kitchen. My boyfriend enjoyed his lobster bisque and his seafood jambalya that was perfectly spicy.

I do applaud the venue for offering a diverse and affordable wine list. And, with all due respect to owners, I think the atmosphere needs a serious update in character and aesthetics. Especially since other key hotels are more pleasing to the eye. This should be vital to one of the BEST hotels in the city! 

I'd like to return someday to give it another go. We shall see.

P.S. Invest in better wine glasses. Ugly. Ugly. Ugly.",1,z4cCguoHdU48pj6sXMIzqg,1,2,2013-01-27,review,1
5995,0.0,-JREDmPSaKr3jLPvIx-6hg,Ap8GqrSFflB7qmeqvCXpiw,"I was pretty disappointed by this experience. And I usually avoid hotel restaurants for this very reason, but I was tired and I was staying at the Westin, so here I am at the Original Fish Market...

I sat at the bar and ordered dinner. The bartender was very friendly and made sure she was taking care of me. So props to her! I got a menu and a sushi menu. OK, I'm pretty sure Pittsburg isn't the most awesome place for sushi, but let's give it a shot! I started with the gumbo, which came out warm and kind of bland. It wasn't good at all. And then I had a roll, which was decent. And a spicy scallop roll. Now, everyone has their own take on spicy scallop, but this was by far the furthest from what I could imagine a spicy scallop roll could be. 

It was a small roll cut into 6 pieces (maki). It had a very small amount of raw scallops, which didn't taste super fresh. Then the roll was topped with the ""spicy"". I can't identify exactly the spices that were on top, but I've had this type of spice combination on other Japanese dishes. So I know it's an off the shelf thing. Basically, this was the worst roll I could imagine.

So all-in-all, the food was sub-par at best. And the entire menu was overpriced. I would definitely eat somewhere else if I had any energy at all. I'm sure the room service would have been better.",0,z4cCguoHdU48pj6sXMIzqg,0,2,2013-02-12,review,0
6001,0.0,iTmWHtltCtk0Gm55AOxrUA,nB3JzCkOnnLFj3Agf99LJA,"Have you ever eaten in a place where the whole seems far less than the sum of its parts?  Believe me, the Original Fish Market fits that description.  I met my mom and dad here for a pre-concert (Bonnie Raitt) dinner and honestly I wish we'd gone someplace else.  

To be fair there wasn't anything particularly wrong with the food or service.  I've enjoyed seafood restaurants before and while my dinner was okay, it was only just ""okay"".  There wasn't anything particularly memorable about it.  Nothing that made me say, ""Wow""!  My parents didn't hate their dinners either but they weren't impressed.

And therein lies the problem.  The Original Fish Market wants to be a swanky hotel restaurant.  It certainly sets its prices high enough ($25.00-$45.00 per entree).  But the quality just doesn't match the price.",1,z4cCguoHdU48pj6sXMIzqg,0,2,2013-12-01,review,3
6002,0.0,7rkjF6r76ZtK2FBUqXXKlQ,tzhQtJ30dVeQHHyrnpnUHA,"First time I've eaten here I went during lunch time. Not crowded but service was quite slow so I took off a star. My girlfriend ordered from their sushi lunch special and I ordered the bison burger. You're probably asking why order that when at a fish market. Well I originally planned on fish but I hadn't had bison in a while and it caught my eye. Well the menu is a bit pricey and I don't mind paying for good food so I had high expectations. He bison burger was mediocre (took a star away) The menu said bacon, but none showed up. No worries probably better for me. I felt at $15 for a bison burger this thing should freaking be awesome. Not the case. I would put it at $8.99-$9.99 price range I would pay since they gave me chips as a side. So they lost another star for over priced for the value I received. The girlfriends sushi meal was a bit over priced for a lunch menu. Two basic rolls and miso soup for $16. This would easy go for $14 at other places during lunch. So ultimately would I give it another shot? Yes, but only if it is convenient. I would not go out of my way or tell friends about this place.  

Helpful advice for the OFM.  Actually have lunch specials. If you charge the prices you charge the food needs to be worth the price or you will lose return customers. Two rolls of sushi and a burger shouldn't cost me $33 unless you are going to blow minds!",0,z4cCguoHdU48pj6sXMIzqg,0,2,2014-01-31,review,0
6004,0.0,254KfTJ5pSoVAqtr2GkA5Q,gRoWiibavnc-8cPvimhqDA,"DIDN'T EAT HERE...this review not about the food.  We went on Friday night around 8pm, there seemed to be about 25% occupancy.  The hostess asked us if we had a reservation, we didn't , and she told us that they were somewhat behind and that we would have to wait 20-30 minutes.  WTF?  We IMMEDIATELY left and frankly its not worth going back again.  shame, the fish was good there. Crappy hostess for sure.",0,z4cCguoHdU48pj6sXMIzqg,0,1,2014-03-10,review,0
6007,0.0,TsQat8V9KAnKbrMzBG1FgA,e4F8l0rh5alW6RUa8xYOrg,"I've been to the Fish Market many, many times over the last 18 years or so. It doesn't change much. They get maximum money for average seafood (or anything else). 

The sushi wasn't great this last trip (last week), and didn't taste terribly fresh. The Miso soup was barely average. I did like the Tataki roll, but it was the only saving grace of the meal. 

Overly expensive for what you get, and service can range between average and terrible. 

Oh, and the bartender that's been there for as long as I've been going is seriously crappy, and I'm amazed he's lasted so long - is that a union gig?",0,z4cCguoHdU48pj6sXMIzqg,0,2,2014-05-06,review,2
6008,0.0,K7UELEu3VxSVVo-pU3_-EA,HbixyfCBbWhT0nBVTiFM5A,"McCormick & Schmick's knockoff is the best way to describe this completely non-memorable place. 

I agree with the other person who said ""it's trying to be a swanky hotel bar/restaurant"". That may sound dumb but as someone who frequents hotels & their restaurants it can easily go either way. I've found you can get a great read on a place by the vibe of a hotel lounge. 

I hope for Pittsburgh this is not the case. Did I expect more from a Westin? Yes. Am I surprised? No.

Sub-par sushi. Tasted like takeout from Wegmans (holler, Rochester!). My Sauv Blanc was room temp & obviously an old bottle because it tasted nothing like it should (Kim Crawford is my standby so this was extra disappointing). Walk across the street & check out the Tonic Bar, I wish I had.",0,z4cCguoHdU48pj6sXMIzqg,0,2,2014-05-06,review,2
6009,0.0,6GG8wQQrKmzWP1B_92eXww,n32piOsKPY8E2vKNga7hJA,Stopped in for lunch. No greeter so we weren't sure where to go. Super expensive for the portions. My salad had dressing only in the center. The rest was dry. My sweet potato fries that came with breaded shrimp tasted BBQ-ish  weird. But the worst was that my breaded shrimp actually had a curly hair cooked into the bread ing. It was disgusting. The waitress apologized and offered to replace but my appetitive was gone by then. She however did not offer to comp the meal. I would absolutely not return nor recommend it to anyone. Way too overpriced and the hair was a disgusting unwanted bonus :-(,0,z4cCguoHdU48pj6sXMIzqg,0,1,2014-05-15,review,0
6013,0.0,_cJg3kWz6bnDmqEsSe2UEg,-lqTNIeFHwd_ai7AhXmuQQ,"I am sorry to have to give the Original Fish Market a 2 rating, I could of given it a 3-4 but the service was pretty sad! We sat down for lunch after checking into our hotel room. We waited too long for the waiter to initially great us, and there may have only been 5-10 diners in the entire restaurant, so this is the main reason for a 2, hopefully it's a rarity because the food was pretty good. I had the Cod sandwich , it was hot and tasty, probably one of the better fish sandwiches I've had. So it disappoints me to dole out a 2 but service is important!",0,z4cCguoHdU48pj6sXMIzqg,0,2,2014-09-21,review,0
6014,0.0,YVv9VfYJC6avVQC5HfGUuA,B7Y-dtft3DyPXIbLzHuJTQ,"Not good. I suspect the servers are over worked or spread too thin b/c the service sucked. The food was ok, but nothing special. It's a shame b/c better service would have made the experience decent.",0,z4cCguoHdU48pj6sXMIzqg,0,1,2014-10-26,review,0
6015,0.0,OMikIdIF3NzvrFej1efqlw,VQ1BjW7ni2huvgw_55VrKA,"We checked this out for lunch, since we were staying at the Weston.

The sushi, I thought, was pretty good.  Nothing outstanding, and I probably wouldn't seek it out again, but it wasn't bad.  My friends ordered other things off the menu; the verdict was largely that the food looked good, but was bland; this was especially apparently true of the fish sandwich.

The attached bar is *small* with a very limited selection of beers and liquors.  Perplexingly, they also have loads of bar seating, but don't open that area for happy hour time.  It seems you could not get appetizers and hang out until some point later in the evening.

Super expensive too.  Go somewhere else for lunch, there are many better options in the area.",0,z4cCguoHdU48pj6sXMIzqg,0,2,2014-11-02,review,0
6022,0.0,YcbAvmaOvlM3edbZzqBGXg,vb16g_CiMvjYfk7MbC5MaQ,"Went here on a Monday at around 7:00.  The bar was filled with the usual suspects; guys in Brioni suits drinking away the stress, unfortunate weather and reality they have to head home to the wives who just dropped 3-5k at pottery barn.

The drinks were solid, and very fair priced (based on NY and Chicago pricing)  The open(ish) floor plan would accommodate a happy hour very well.  The food on the other hand - absolutely horrible.

We had lamb, chili prawns, ahi, chicken (something) and Chorizo.  The 'fusion' southern Spain meets some Japanese influenced small plates works, but the execution was deplorable.  

Verdict: Drink but avoid the food at all costs...",0,sbTF0cLKZH6_BP8BLARVDg,1,2,2009-10-28,review,2
6024,0.0,P3W-zTlwK9CerNfdvcJjag,l7Kru4vMXdByFsMLIgEIRg,"SO disappointed with this place! I've been wanting to try it for some time and finally did and boy...what a letdown. I had heard that it was one of downtown's happening Happy Hour places, but on the Tuesday night I went, it was 99% empty. The menu was pretty random and everything we tried was really average. The drinks weren't anything special either.  No innovation here in the food, drinks, or decor.",0,sbTF0cLKZH6_BP8BLARVDg,0,2,2010-08-02,review,0
6028,0.0,zuhaMD0a5Zt_ww48ed4RSg,iTKseRd4OzzrcKTX8LYetA,"Never been before and went on a Thursday night at 6PM before a show. Upon arriving, all the good seating near the windows was blocked off for private use (and remained unused). The ""host"" told us to go find our own seating wherever we wanted. The setup is interesting with a large open bar area and a small number of tables around the perimeter. We took a seat at a table. The bar seating was fairly full with some milling around in the area and standing, and probably a total of 30 people there. We saw at least 5-6 staff, a couple sitting around playing on their phones.

We sat at our table for 20 minutes and never had a single person come by, not to say we will be there shortly, not to take a drink order, nothing. We could tell this wasn't going to be good so left and no one even noticed.

It was a little more bar than restaurant, so we weren't sad to leave.",0,sbTF0cLKZH6_BP8BLARVDg,0,1,2011-08-05,review,1
6029,0.0,JNLqKOwVPk25IUbg7Hc8wA,Ky1fRXNkZqJ_70KecxOLhQ,"Girls looking for a sugar daddy, guys looking for a cougar, or if you're just a pretentious douche: Bossa Nova is the place for you.

The atmosphere is downright tragic for how hard it tries.  The bar prices scream to the proletariat: ""Let them drink beer down the street! We only want the bourgeois in here.""  Even the DJ they had during the Gallery Crawl a few weeks back was tragic.  I mean I know that the DJ has to appease the sugar daddies and cougars but is every place in Pittsburgh required to have 80s music?  I'm sure it is in the liquor license application.

That said, the barstaff is generally friendly and very quick - most likely so you don't realize you just paid eight dollars for a beer.",2,sbTF0cLKZH6_BP8BLARVDg,6,2,2011-08-12,review,6
6034,0.0,JEvkfVPf_DuhX-ntE5L6bQ,QcAMcIZgS4_gtU18GaWjiA,"I never ate here nor could have possibly gotten a drink no one would wait on me.

My friend who wanted to be a socialite of some kind asked me to come with her. I don't know what she was thinking. Not my scene whatsoever! We had come from a free Devo concert. I was dressed in converses,  a side pony tale, and bright pink 80's garb. 

I have never seen so many idiots occupying one space. The chicks looked at me like I was an alien. Not everyone needs to wear 5 inch heels, gobs of makeup, and clothes that is so tight that your breathing is impaired just to get a little cleavage popping out of a minuscule ugly dress.

 I like fashion, I love heals. It was the glassy, vapid, duplicates that I saw that made me give my friends a hug and kiss then seriously BOLT out the door! Super bad energy in this place. I jumped in the first cab I saw and headed to Lawrenceville. I didn't even say goodbye to the friend who had brought me there. Smoke bomb disappeared! She knew I would hate it but just didn't want to go alone. I was pissed.

The night was not lost. My awesome ""fiends"" from LA (stunt man Curtze, and Elvis impersonator slash gangster screen writer) met me out and we dive bar-ed the rest of the evening away. I meant to write ""friends"" but didn't change it because fiends, haha... much more appropriate. 

I am not saying that people who like this place are any particular sort. Some of my favorite people like Bossa Nova. Just stating my personal experience.",3,sbTF0cLKZH6_BP8BLARVDg,8,1,2012-03-01,review,4
6035,0.0,u2F_wCshIRLCKO0Un2R3ow,Dy_z3Ga-4kBLEnidxU0_cw,"This rating is for the drinks only and atomosphere, and based on my personal taste a bit ok  a big bit. This is definately a ""I'm a young professional pittsburgh business person and I've arrived."" Status bar or ""I'm a young college girl and I've just had my first boob job care to help fund my nose job too?"" Bar , I did not try the food becaused I moved from a place where we have awesome brazilian restaurant where fresh meats melt in your mouth accompanied by tart sweet grilled pineapple, and real slow cooked brazilian beans mmmm. Soooo after seeing how pittsburgh does Mexican food I'm not willing to drop my pennies to risk the disapointment of pittsbugh attmepts brasilian. 

The bar is roomy with nice lounge seating which is nice for those who don't want to participate in the round the bar meat market. The guys make for fun people watching, either all suits or in their pirates jerseys. Or the occaisional jersey shore look a like meat heat in his v neck t shirt who is too good to attempt so much as a toe tap to the beat of the music. Then there's the balding old man with twenty something on his arm who already looks like she has botoxed up her face in an attempt to mirror her idol kim k. There are few older gay gentlemen I would have liked to chat with who mad things a little more interesting. There was an awesome looking woody Allen meets Andy Warhol look a like with cool glasses, and an awesome white frizzy mane.

The women range from down to earth girlfriends in for chat, drink and dance to wifes and girlfriends grinding it up on the dance floor with their man to the cougars. Warning Cougar dance zone, these women looked decent though and I'll give it to em they weren't afraid to shake it. 

My biggest gripe about this place (I know I haven't gotten there yet), the drinks are sugary syrup crap. You can only put too many sugary alcohols together before you get a tummyache, you might as well be drinking the syrup flavors starbucks puts in your coffee. Stick to something on the rocks or a vodka soda most places cannot screw that up too badly (aside from Bar louie) but I will get to them later. Price is lame also 8 bucks and up for a mojito and they use coconut rum in it! Yuck. Sorry my college days of only being able to handle coconut rum are over, it is was frat guys give girls with a roofie.

Anyway moving on my biggest gripe was that there is a cop standing by the door, who looks like he just walked away from beating a non white person to death. I know I know cops have the hardest job and I will be the first to say it, but this guy has a thick energy so nasty it hits you in the face from across the room. The way he was looking at the non white people who were a little to ""loud"" for his tastes, no louder than the booming music mind you. Made my stomach churn. Also they used him to close at 1:15am on a saturday. Thats pretty lame for a downtown bar just because they were not packed. Bars in Salt Lake City Utah do that, come on BossaNova this is pittsburgh aka  drinkersville, not mormondryville. Just sayin....",2,sbTF0cLKZH6_BP8BLARVDg,6,2,2012-04-08,review,3
6036,0.0,k8ZTZB_4CXXtZeBkmXGxuw,2-6qfsepRDE6KDBfmJzo7A,"Extremely disappointed.    My wife and I walked into the restaurant to have the hostess tell us that is was open seating.   Okay, that's fine..... as we walk to find our table I'm wondering 'why don't the just have a sign there because she wasn't  very friendly, nor timely with the direction.'    That said, we sat down at a table set up for dining that was nicely presented.   Unfortunately we sat at the table for approximately five minutes without recognition from any employee at the restaurant.   At this point, we decided to dine elsewhere.   As we walked out, there was still not one bit of attention given, again.   The hostess never lifted her head from whatever she was reading.   I think that a sign would have served a much better purpose.   On the back side it could have said ""thanks for your business"" .....or lack, there of.",0,sbTF0cLKZH6_BP8BLARVDg,0,1,2012-12-02,review,0
6041,0.0,xaoJGlgl16uOwtWiZ35sqQ,Rkzyl-K_X-Kdx4jXBqfL9Q,"I've been going to this bar randomly over the last 5 years. It's definitely gone downhill.
My last experience here was when I was trying to plan a birthday party during happy hour on a Friday during the summer. When I called to reserve some space, they told me they only reserve seating areas for people who pre-purchase food. Which, the pre-purchase options were about $10-12/person. I wasn't about to pre-order food for a casual birthday get together. So, figuring they'd probly be very busy on a Friday night, we got there around 4:30. There were MAYBE 6 people around the bar. No one in the lounge seating area. I sort of felt undervalued as a customer for not being able to reserve space when no one was there. 5:30 came around, the bar got a little busier, but no where near the packed house crowd they painted as a picture for me when I tried making reservations.
Our waiter was sub par. People sat without drinks for 20+ minutes, and some people just didn't get to order, because one person would order a drink and the waiter dashed off, leaving others to call out after him (to no avail.) He would basicalyl take 1-2 orders, and run off, not to return for 10 minutes. 

This place is average in food price and quality. But the attitude of this place could be better. Go to Six Penn instead. They have outstanding service without the pompous attitude, and in the summer they have a roof top patio with a bar and lots of seating. Best in town!",0,sbTF0cLKZH6_BP8BLARVDg,0,2,2013-05-27,review,0
6043,0.0,vEYQcPt0B6OEWCAir5n8_w,HCPWlpeXFqI39NbZiDh4ag,"The menu was small and underwhelming. The flatbread pizza most likely came out of the box. They didn't have the sauces, so the gave us ketchup to go with over cooked shrimp/bacon and extremely greasy fries.",0,sbTF0cLKZH6_BP8BLARVDg,0,1,2013-07-25,review,0
6046,0.0,Sue6ZMVoc08_KDhV26V_Jw,W3T5JvFBuGWZnWiwJWZiaA,"First impression:
The guys here were borderline rude to me when I dropped my car off. I thought I had talked to someone on the phone and made an arrangements. It turns out there are two Monro Muffler locations on Penn Ave and no employee at either shop thought to bring this up (then, or at any point), as I had called the wrong location (I found out days later).

Service:
They took my car in anyway and said ""they'd get to it tomorrow"", well tomorrow became the next day and the day after... 

Got a call that the mufflers I bought for the car turned out to be the wrong ones so I called around, tracked down the right ones, and dropped the correct ones off there within two hours of the call.

Quality of work:
All in all it took a week for them to get the work done and I was under the impression they would be welding the whole system together. It turns out they just use clamps and bolt stuff together. I asked them to make me some tail pipes for me with bends over the rear axle and they couldn't do it with 2.5"" pipe, turns out they are incapable of bending anything over 2"" pipes there. Instead we agreed it would be easiest for them and cheapest to install short turndown pipes. So really it wasn't a terribly difficult job to be done.

Overall impression:
I gave two stars instead of one because they didn't actually break anything or lose my car or burn it down or anything. Pricing came in just over what we had agreed on because of the addition of the turndown pipes. I could have saved a lot of money and time and done it myself.",0,D5AC_cRdXrSWqL8KjJt5KA,0,2,2013-07-22,review,0
6047,0.0,m7OkyBDqlyxxxrQjqsz-ZQ,hkB9mcU4XZLCdvqdDd0Xyg,"Terrible slow service.Waited one hour for oil change 

Won't come again to this place....",0,D5AC_cRdXrSWqL8KjJt5KA,0,1,2015-01-23,review,0
6057,0.0,TiVljgm3EQspVaG7CpUWUw,InoMVkiv4hRT33QNcVpmhg,"Don't bother. 

We were kind of desperate to find a place that wasn't too pricy and close to our hotel on a Monday night. We saw this place, with the low lighting and witty name (although we weren't sure if they're cleaver enough to make the theater reference or if it was simply a mistake).

They boast a new menu and I got the pasta with goat cheese and almonds. I didn't have high expectations but this was like family meal before your serving shift. It was boring and flavor free. My boyfriend got a steak sandwich that looked punny. Oh, and the grocery store wine was way over priced.

Boo!",0,OxIeMVcop5oxBUWANi-1Rw,0,2,2010-03-15,review,1
6074,0.0,Ywhgp3fqzQngg3RnFnpJHw,3mvaCvemA_ploYdWcsYIOg,"I only went here to have a few drinks, and talk with a friend who wasn't sure if he wanted to eat or not. We were escorted to a table and were cool, the waitress was friendly and tentative since our conversation was rollin'. Long story short we were there for 5 hours, just drinking, and if our waitress could of re-worded her words, our experience wouldn't have been so sour. She came over and stated ""I'm leaving here is the check, if you would like to stay you're more then welcome to order from the bar."" So we continued to talk not thinking anything of it, or someone was going to pick up her tip. WELL not two minutes later she comes back to us and says "" IM LEAVING, I need you to pay your check."" At this point me being me, gets a little annoyed, as my friend is looking at me like no she didn't! So he paid as a gentlemen do, and we continued the night, as they dimmed the lights and shut off the music we got the hint we've been talking way to long. If she could have been a tid more polite, it would have been a good experience. The atmosphere was great, the food looked good, but your sour mouth ruined it all.",0,OxIeMVcop5oxBUWANi-1Rw,0,2,2012-02-09,review,0
6076,0.0,xI73iMf8OhOlG9hGWYNvEA,ZUixmsKgzrAz5eM7FSD7WA,"I get it. It gets busy when you're a bartender/waitress sometimes. I've been there myself. But you can explain why things are late or why it takes nearly half an hour to pour a glass of wine without being incredibly rude and cold, and if you even say it with an apologetic smile, most customers will understand. Food was fine, won't go back for fear of the server.",0,OxIeMVcop5oxBUWANi-1Rw,0,2,2012-02-12,review,1
6083,0.0,O0eYjk-Z-ygx8Muz9au0_Q,imigy-3yON1gIr0M3fIl7w,"The genius of the ""Olive or Twist"" name got us in the door here, but we didn't have the best experience with their mixers.

While here, we sampled the blueberry mojito and the cucumber basil martini.  The blueberry mojito had an overpowering taste of rum. As a strong drink, it was good. However, the rum killed any blueberry or mint flavor in the drink. For the cucumber basil martini, the basil is the primary flavor in the drink and kills any undertones of the cucumber. The sole basil flavor of this drink made it unappealing.

In addition to a cocktail menu, they also offer a reasonable selection of beers including microbrews.",0,OxIeMVcop5oxBUWANi-1Rw,0,2,2012-05-16,review,1
6090,0.0,jcLNhGlrdkn-7-VjDQC3og,kK1CypUGAX-RbfP2FSujIw,"In town on business and I always try to find places like this.  Wow, a martini bar not named the Blue Martini?  OK, I'm in!

So I strolled over and walked in.  First impression was it was a cool, cozy, and trendy joint.  Liked the exposed brick walls, lighting, etc.  Only problem is, I don't go to a restaurant or a bar to eat and drink the atmosphere!

So I grab a table in the bar.  It was about 5pm and there might have been 15 people in the whole place.  Two bartenders made eye contact with me so I figured they would be waiting on me.  I figured wrong.  I sat there for a good ten minutes and was getting ready to get up and leave when the younger tender came over and said with a ""deer in the headlights look"", do you want a drink or something????  Well hell, what was your first guess?  I refrained from quoting Foxworthy and saying ""here's your sign""!

So OK we were off to a bumpy start.  I didn't have a martini, however there was a few options on the drink menu.  I was just here for a bite, so my review is based on that.

A few minutes later the other bartender comes back with my water and gives me a menu.  I ordered some turkey wrap with a fruit salad for a side.  I say ""some"" turkey wrap because it was really that unimpressive!  

It seemed to take forever for it to arrive.  Given the fact that it wasn't busy, it did take a long time to arrive.  When it did, it looked OK.  The fruit salad looked as if it was ready for the trash, so I bypassed that.  The wrap just had zero flavor and was loaded with lettuce........way to much.  The only flavor that presented itself was blandness!  It was very disappointing.

All in all, I think this is probably a way better bar to have a drink in then a restaurant.  I will return to try a martini, but I will pass on the food.",0,OxIeMVcop5oxBUWANi-1Rw,1,2,2012-08-29,review,2
6095,0.0,dJzslI-oWIKNS05Rmm8ZaA,rup-Vn4l8DF8YtCAVo5uNg,"We were in Pittsburgh for one night and Olive or Twist was near our hotel.  There were many other restaurants, but this place looked nice.  The atmosphere was nice, and if I was rating only for atmosphere I'd give it 4 stars.  However, I'm mainly rating their food and service.  We were greeted promptly, but after that the service was spotty and it took awhile to receive our drinks/food even though there weren't many people in the dining room.  

I ordered the Traditional French Dip Sandwich and Fries.  I enjoy a good French Dip and have tried many of them at all types of restaurants and this one was the worst I've ever eaten. In fact, I couldn't finish it.  The meat tasted like old lunch meat and the bread was nothing more than a cheap, glorified hot dog roll that was soggy.  It wasn't soggy from the Au Jus, but it tasted like they steamed the roll for some reason.  

Overall, if I was going back to Pittsburgh in this area, I would stay far away from Olive or Twist.",0,OxIeMVcop5oxBUWANi-1Rw,0,1,2012-11-19,review,1
6104,0.0,z0lgUrgaePYLOEzD55Jv7w,5gxMunuy_aM4drnn55xzsw,"I've actually had OK experiences at this place in the past but this trip was especially bad. 

I tried to stop here with my husband for an appetizer and a drink before heading into the theater district - bad move.  Upon being seated the server explained that they were no longer serving food because of a water leak or something unsanitary-sounding. Klassy. 

For reasons I truly can't explain, we decided to stay for a beer before heading to our destination. We both threw down a brew nasty, paid and left. Unfortunately for Olive or Twist, the visit would probably be our last.

On a positive note, there was an interesting man setting up for what looked like a live acoustic set. His warm-up sounded good but we left before he really got started. 


When it's all said and done, we should have just went to the Sharp Edge down the street. Probably a much safer bet for future endeavors.",1,OxIeMVcop5oxBUWANi-1Rw,0,1,2013-04-05,review,3
